caller_id,receiver_id,caller_phone,receiver_phone,timestamp,duration_sec,call_type
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-26 13:34:00,268,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-08-13 15:14:00,416,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-08-18 22:02:00,577,voice
P026,P013,+91-90000-10026,+91-90000-10013,2026-06-25 11:20:00,374,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-08-16 19:30:00,747,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-06-19 10:45:00,806,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-07-02 05:02:00,478,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-07-24 11:40:00,879,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-12 16:15:00,495,voice
P039,P018,+91-90000-10039,+91-90000-10018,2026-08-18 04:30:00,430,voice
P004,P023,+91-90000-10004,+91-90000-10023,2026-07-13 20:19:00,44,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-08-20 09:19:00,653,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-22 05:55:00,107,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-06-01 05:55:00,332,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-08-26 22:31:00,617,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-16 03:16:00,622,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-20 15:58:00,257,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-08-05 23:04:00,814,voice
P003,P004,+91-90000-10003,+91-90000-10004,2026-07-20 01:26:00,728,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-23 06:47:00,421,voice
P009,P017,+91-90000-10009,+91-90000-10017,2026-06-14 14:25:00,790,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-08-07 15:04:00,119,voice
P003,P004,+91-90000-10003,+91-90000-10004,2026-07-25 06:33:00,37,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-07-05 23:59:00,882,voice
P040,P026,+91-90000-10040,+91-90000-10026,2026-06-01 07:04:00,27,voice
P013,P050,+91-90000-10013,+91-90000-10050,2026-07-07 14:44:00,355,voice
P043,P048,+91-90000-10043,+91-90000-10048,2026-06-21 07:01:00,627,voice
P003,P004,+91-90000-10003,+91-90000-10004,2026-07-12 13:07:00,299,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-25 01:29:00,526,voice
P037,P047,+91-90000-10037,+91-90000-10047,2026-08-24 02:17:00,832,voice
P004,P046,+91-90000-10004,+91-90000-10046,2026-07-15 02:20:00,332,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-07-07 13:52:00,120,voice
P048,P012,+91-90000-10048,+91-90000-10012,2026-07-08 15:17:00,734,voice
P046,P020,+91-90000-10046,+91-90000-10020,2026-07-26 09:48:00,523,voice
P033,P013,+91-90000-10033,+91-90000-10013,2026-07-22 16:32:00,314,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-07-02 23:32:00,540,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-01 23:09:00,715,voice
P014,P042,+91-90000-10014,+91-90000-10042,2026-08-11 08:52:00,238,voice
P048,P041,+91-90000-10048,+91-90000-10041,2026-08-04 03:00:00,414,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-07-07 00:24:00,449,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-25 13:34:00,896,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-07-16 17:05:00,356,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-08-13 21:22:00,41,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-06-03 00:14:00,371,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-06-20 10:15:00,712,voice
P025,P043,+91-90000-10025,+91-90000-10043,2026-06-25 15:36:00,186,voice
P048,P033,+91-90000-10048,+91-90000-10033,2026-06-11 23:14:00,346,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-07-13 17:55:00,524,voice
P006,P005,+91-90000-10006,+91-90000-10005,2026-06-03 23:31:00,280,voice
P046,P020,+91-90000-10046,+91-90000-10020,2026-06-22 00:27:00,660,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-06-03 05:58:00,834,voice
P006,P018,+91-90000-10006,+91-90000-10018,2026-06-27 04:48:00,740,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-08-04 20:34:00,772,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-06-21 13:13:00,261,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-27 15:14:00,461,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-07-22 04:46:00,443,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-08 15:11:00,755,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-07-23 15:43:00,498,voice
P042,P034,+91-90000-10042,+91-90000-10034,2026-08-02 16:43:00,683,voice
P007,P005,+91-90000-10007,+91-90000-10005,2026-06-24 13:33:00,288,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-07-02 22:20:00,808,voice
P016,P012,+91-90000-10016,+91-90000-10012,2026-08-11 09:55:00,245,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-08-17 00:00:00,758,voice
P036,P014,+91-90000-10036,+91-90000-10014,2026-06-02 23:00:00,346,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-06-15 09:17:00,196,voice
P047,P009,+91-90000-10047,+91-90000-10009,2026-06-25 18:10:00,60,voice
P047,P032,+91-90000-10047,+91-90000-10032,2026-08-03 08:10:00,767,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-07-08 23:50:00,535,voice
P005,P006,+91-90000-10005,+91-90000-10006,2026-07-11 02:39:00,883,voice
P009,P036,+91-90000-10009,+91-90000-10036,2026-08-07 09:02:00,653,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-06-17 19:14:00,296,voice
P003,P016,+91-90000-10003,+91-90000-10016,2026-08-25 02:43:00,766,voice
P001,P002,+91-90000-10001,+91-90000-10002,2026-07-26 02:55:00,843,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-08-03 13:48:00,348,voice
P050,P025,+91-90000-10050,+91-90000-10025,2026-07-26 01:31:00,184,voice
P046,P033,+91-90000-10046,+91-90000-10033,2026-06-02 20:27:00,204,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-06-18 14:05:00,566,voice
P050,P044,+91-90000-10050,+91-90000-10044,2026-08-13 13:43:00,235,voice
P004,P018,+91-90000-10004,+91-90000-10018,2026-06-10 09:25:00,524,voice
P014,P007,+91-90000-10014,+91-90000-10007,2026-06-25 09:38:00,25,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-07-15 00:40:00,578,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-24 16:16:00,732,voice
P041,P047,+91-90000-10041,+91-90000-10047,2026-08-09 07:20:00,795,voice
P020,P029,+91-90000-10020,+91-90000-10029,2026-07-15 14:03:00,728,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-06-19 16:33:00,498,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-06-15 19:53:00,591,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-08-10 20:56:00,225,voice
P042,P019,+91-90000-10042,+91-90000-10019,2026-07-26 22:43:00,164,voice
P049,P021,+91-90000-10049,+91-90000-10021,2026-06-15 11:29:00,93,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-06-23 02:36:00,385,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-06-05 23:56:00,202,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-08-21 08:52:00,369,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-18 03:52:00,296,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-06-14 15:40:00,843,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-08-09 17:18:00,672,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-06-25 03:14:00,63,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-08-26 02:39:00,451,voice
P039,P013,+91-90000-10039,+91-90000-10013,2026-08-27 13:51:00,215,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-22 12:37:00,56,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-07-15 23:18:00,241,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-08-14 18:34:00,773,voice
P005,P003,+91-90000-10005,+91-90000-10003,2026-07-20 15:58:00,490,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-08-13 19:40:00,528,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-11 22:31:00,261,voice
P043,P017,+91-90000-10043,+91-90000-10017,2026-07-14 08:53:00,645,voice
P003,P012,+91-90000-10003,+91-90000-10012,2026-08-04 08:42:00,179,voice
P033,P001,+91-90000-10033,+91-90000-10001,2026-06-05 00:05:00,853,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-15 08:37:00,452,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-06-24 06:41:00,197,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-07-26 02:50:00,269,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-07-09 06:09:00,118,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-06-14 11:17:00,88,voice
P028,P037,+91-90000-10028,+91-90000-10037,2026-06-01 02:44:00,215,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-05 18:25:00,863,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-08-26 04:35:00,301,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-07-25 00:53:00,422,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-08-02 09:49:00,408,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-01 05:07:00,428,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-07-04 07:00:00,315,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-06-04 09:04:00,548,voice
P047,P038,+91-90000-10047,+91-90000-10038,2026-08-18 09:43:00,167,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-08-09 18:24:00,482,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-08-19 11:22:00,635,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-06-06 08:41:00,202,voice
P031,P050,+91-90000-10031,+91-90000-10050,2026-06-20 23:19:00,350,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-07-10 18:44:00,332,voice
P001,P002,+91-90000-10001,+91-90000-10002,2026-07-21 23:33:00,530,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-08-13 17:33:00,787,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-07-13 18:26:00,409,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-06-25 13:23:00,611,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-06-14 03:38:00,193,voice
P046,P025,+91-90000-10046,+91-90000-10025,2026-07-09 00:50:00,479,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-05 15:20:00,75,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-07-07 16:33:00,676,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-23 21:25:00,120,voice
P018,P024,+91-90000-10018,+91-90000-10024,2026-06-24 15:23:00,679,voice
P035,P039,+91-90000-10035,+91-90000-10039,2026-08-20 01:33:00,745,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-27 13:07:00,545,voice
P004,P003,+91-90000-10004,+91-90000-10003,2026-06-12 04:27:00,69,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-06-05 16:00:00,742,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-07-15 02:27:00,621,voice
P046,P033,+91-90000-10046,+91-90000-10033,2026-08-06 03:54:00,399,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-06-08 02:18:00,214,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-06-07 17:51:00,795,voice
P027,P013,+91-90000-10027,+91-90000-10013,2026-06-20 09:59:00,776,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-06-25 06:46:00,271,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-06-18 19:28:00,643,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-18 12:27:00,365,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-06-25 11:38:00,340,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-08-05 03:26:00,645,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-07-24 11:16:00,30,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-06-10 14:53:00,135,voice
P048,P041,+91-90000-10048,+91-90000-10041,2026-06-18 08:01:00,683,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-06-08 22:44:00,449,voice
P039,P040,+91-90000-10039,+91-90000-10040,2026-06-21 08:47:00,432,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-04 17:38:00,622,voice
P004,P003,+91-90000-10004,+91-90000-10003,2026-08-16 23:53:00,483,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-07-16 01:02:00,316,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-08-14 18:07:00,770,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-08-14 16:27:00,213,voice
P036,P016,+91-90000-10036,+91-90000-10016,2026-08-09 06:26:00,174,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-08-08 12:56:00,343,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-07-24 22:42:00,608,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-07-16 23:01:00,556,voice
P003,P022,+91-90000-10003,+91-90000-10022,2026-06-09 04:02:00,243,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-06-07 11:24:00,189,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-08-19 01:17:00,642,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-14 20:26:00,673,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-08-11 20:38:00,334,voice
P045,P024,+91-90000-10045,+91-90000-10024,2026-08-25 10:58:00,305,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-08-09 09:52:00,826,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-06-19 05:22:00,375,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-07-24 06:38:00,385,voice
P001,P002,+91-90000-10001,+91-90000-10002,2026-06-03 11:08:00,832,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-08-03 04:20:00,671,voice
P049,P038,+91-90000-10049,+91-90000-10038,2026-06-11 14:39:00,35,voice
P039,P031,+91-90000-10039,+91-90000-10031,2026-07-23 18:55:00,155,voice
P026,P028,+91-90000-10026,+91-90000-10028,2026-07-12 01:21:00,143,voice
P049,P016,+91-90000-10049,+91-90000-10016,2026-08-26 19:22:00,402,voice
P031,P032,+91-90000-10031,+91-90000-10032,2026-07-16 08:39:00,536,voice
P040,P022,+91-90000-10040,+91-90000-10022,2026-06-19 08:14:00,41,voice
P039,P012,+91-90000-10039,+91-90000-10012,2026-08-06 13:27:00,468,voice
P028,P033,+91-90000-10028,+91-90000-10033,2026-08-04 01:32:00,617,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-06-18 21:02:00,89,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-20 08:18:00,95,voice
P005,P001,+91-90000-10005,+91-90000-10001,2026-06-23 21:24:00,188,voice
P030,P033,+91-90000-10030,+91-90000-10033,2026-08-27 14:04:00,671,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-07-05 20:28:00,275,voice
P046,P005,+91-90000-10046,+91-90000-10005,2026-06-24 00:11:00,676,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-08-10 07:09:00,62,voice
P036,P006,+91-90000-10036,+91-90000-10006,2026-06-20 07:16:00,282,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-07-14 13:18:00,899,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-09 08:28:00,402,voice
P006,P032,+91-90000-10006,+91-90000-10032,2026-08-15 11:00:00,375,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-08-17 02:54:00,201,voice
P017,P033,+91-90000-10017,+91-90000-10033,2026-07-13 13:02:00,657,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-07-26 23:58:00,549,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-08-14 10:32:00,527,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-07-07 15:38:00,456,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-08-22 09:07:00,268,voice
P002,P034,+91-90000-10002,+91-90000-10034,2026-08-03 02:26:00,77,voice
P039,P010,+91-90000-10039,+91-90000-10010,2026-08-21 11:36:00,257,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-07-14 13:38:00,188,voice
P004,P034,+91-90000-10004,+91-90000-10034,2026-07-09 20:38:00,368,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-07-24 12:45:00,817,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-19 05:32:00,314,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-07-25 20:21:00,346,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-07-24 13:43:00,153,voice
P013,P029,+91-90000-10013,+91-90000-10029,2026-08-03 03:48:00,584,voice
P048,P012,+91-90000-10048,+91-90000-10012,2026-06-25 18:32:00,147,voice
P020,P001,+91-90000-10020,+91-90000-10001,2026-07-03 20:12:00,116,voice
P007,P003,+91-90000-10007,+91-90000-10003,2026-06-02 10:03:00,889,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-08-08 10:11:00,427,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-08-01 20:47:00,140,voice
P001,P002,+91-90000-10001,+91-90000-10002,2026-06-03 21:31:00,578,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-06-17 00:38:00,454,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-08-20 02:59:00,819,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-07-12 18:47:00,605,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-06 16:00:00,277,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-08-25 21:30:00,871,voice
P028,P001,+91-90000-10028,+91-90000-10001,2026-07-16 02:24:00,527,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-08-11 14:23:00,733,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-07-10 09:40:00,804,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-07-17 12:59:00,629,voice
P044,P028,+91-90000-10044,+91-90000-10028,2026-08-07 03:42:00,139,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-07-27 20:42:00,461,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-06-21 10:06:00,589,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-19 02:53:00,763,voice
P030,P011,+91-90000-10030,+91-90000-10011,2026-06-26 22:36:00,720,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-07-03 11:03:00,74,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-08-15 13:12:00,592,voice
P012,P042,+91-90000-10012,+91-90000-10042,2026-07-04 13:34:00,735,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-06-25 01:42:00,391,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-11 22:50:00,416,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-07-27 19:15:00,611,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-06-04 17:37:00,95,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-07-21 07:42:00,474,voice
P044,P031,+91-90000-10044,+91-90000-10031,2026-08-14 11:13:00,559,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-07-19 16:24:00,661,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-07-06 17:06:00,811,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-07-12 01:19:00,705,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-08-18 11:50:00,410,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-08-07 18:03:00,270,voice
P003,P002,+91-90000-10003,+91-90000-10002,2026-07-21 05:35:00,84,voice
P028,P005,+91-90000-10028,+91-90000-10005,2026-06-09 03:15:00,625,voice
P024,P002,+91-90000-10024,+91-90000-10002,2026-07-20 13:22:00,24,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-09 14:02:00,101,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-06-10 04:03:00,634,voice
P044,P015,+91-90000-10044,+91-90000-10015,2026-06-15 05:22:00,747,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-08-05 09:22:00,711,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-23 13:11:00,137,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-08-01 20:58:00,780,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-20 09:52:00,76,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-06-24 13:35:00,484,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-07-02 15:51:00,247,voice
P034,P021,+91-90000-10034,+91-90000-10021,2026-06-20 12:52:00,123,voice
P043,P025,+91-90000-10043,+91-90000-10025,2026-06-14 05:42:00,383,voice
P002,P044,+91-90000-10002,+91-90000-10044,2026-06-11 05:04:00,713,voice
P034,P045,+91-90000-10034,+91-90000-10045,2026-08-22 21:11:00,652,voice
P001,P007,+91-90000-10001,+91-90000-10007,2026-07-26 11:18:00,865,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-07-22 14:22:00,305,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-07-25 17:18:00,354,voice
P002,P029,+91-90000-10002,+91-90000-10029,2026-06-05 23:52:00,527,voice
P035,P017,+91-90000-10035,+91-90000-10017,2026-06-12 09:03:00,541,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-06-05 17:19:00,418,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-08-09 05:58:00,478,voice
P005,P003,+91-90000-10005,+91-90000-10003,2026-06-03 03:21:00,660,voice
P009,P013,+91-90000-10009,+91-90000-10013,2026-06-10 10:22:00,97,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-08-03 23:29:00,369,voice
P010,P001,+91-90000-10010,+91-90000-10001,2026-07-10 00:12:00,31,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-08-24 13:36:00,142,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-08-10 12:08:00,245,voice
P048,P037,+91-90000-10048,+91-90000-10037,2026-08-21 06:33:00,846,voice
P005,P006,+91-90000-10005,+91-90000-10006,2026-06-19 21:33:00,668,voice
P020,P011,+91-90000-10020,+91-90000-10011,2026-06-02 02:37:00,714,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-06 15:05:00,383,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-08-19 04:41:00,764,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-07-14 15:59:00,501,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-08-19 12:31:00,713,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-06-21 16:11:00,676,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-07-08 20:29:00,705,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-19 21:19:00,272,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-07-14 02:02:00,127,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-06-13 20:51:00,390,voice
P012,P009,+91-90000-10012,+91-90000-10009,2026-08-26 13:00:00,416,voice
P004,P003,+91-90000-10004,+91-90000-10003,2026-06-19 08:20:00,35,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-08 02:52:00,526,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-06-15 18:44:00,482,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-07-16 08:51:00,407,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-19 18:42:00,685,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-06-04 23:15:00,648,voice
P015,P031,+91-90000-10015,+91-90000-10031,2026-08-11 07:41:00,218,voice
P003,P004,+91-90000-10003,+91-90000-10004,2026-06-23 03:51:00,92,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-07-21 10:39:00,119,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-07-03 13:35:00,626,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-06-09 03:17:00,541,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-22 15:26:00,329,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-08-21 07:28:00,137,voice
P038,P021,+91-90000-10038,+91-90000-10021,2026-07-08 19:53:00,490,voice
P014,P038,+91-90000-10014,+91-90000-10038,2026-07-03 20:34:00,267,voice
P022,P045,+91-90000-10022,+91-90000-10045,2026-06-01 21:57:00,544,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-08-05 05:05:00,893,voice
P007,P005,+91-90000-10007,+91-90000-10005,2026-07-22 06:41:00,888,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-08-11 14:57:00,177,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-06-25 20:39:00,858,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-06-18 14:51:00,577,voice
P010,P024,+91-90000-10010,+91-90000-10024,2026-07-07 06:34:00,494,voice
P005,P001,+91-90000-10005,+91-90000-10001,2026-08-07 13:25:00,470,voice
P043,P002,+91-90000-10043,+91-90000-10002,2026-06-15 16:01:00,443,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-08-04 16:08:00,415,voice
P015,P005,+91-90000-10015,+91-90000-10005,2026-08-02 16:55:00,379,voice
P011,P045,+91-90000-10011,+91-90000-10045,2026-08-21 11:16:00,663,voice
P004,P003,+91-90000-10004,+91-90000-10003,2026-08-06 09:52:00,588,voice
P048,P011,+91-90000-10048,+91-90000-10011,2026-08-22 17:11:00,488,voice
P036,P029,+91-90000-10036,+91-90000-10029,2026-07-27 06:22:00,468,voice
P016,P038,+91-90000-10016,+91-90000-10038,2026-06-11 12:39:00,281,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-06-25 16:09:00,66,voice
P022,P010,+91-90000-10022,+91-90000-10010,2026-07-26 09:05:00,282,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-07-24 15:19:00,152,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-06-25 05:10:00,834,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-06-17 03:53:00,122,voice
P044,P037,+91-90000-10044,+91-90000-10037,2026-07-24 16:09:00,738,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-07-25 17:55:00,38,voice
P040,P012,+91-90000-10040,+91-90000-10012,2026-06-25 14:12:00,643,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-07-22 17:15:00,892,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-06-11 21:22:00,331,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-06-06 07:32:00,298,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-06-13 09:58:00,803,voice
P027,P041,+91-90000-10027,+91-90000-10041,2026-07-23 03:25:00,723,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-08-22 22:42:00,273,voice
P005,P001,+91-90000-10005,+91-90000-10001,2026-08-06 23:34:00,341,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-06-18 11:11:00,719,voice
